proximal_pos, distal_pos, proximal_vel, distal_vel, wrist_pos
-37199.14915,-41612.02712,-3156.4,-201.2,-0.00000328
-37516.51864,-41629.00339,-2994.8,-128.2,-0.00000328
-37726.88814,-41645.97966,-2886,-55.2,-0.00000328
-38010.85763,-41663.15593,-2722.8,-32.2,-0.00000328
-38199.22712,-41693.5322,-2612.8,-47.4,-0.00000328
-38449.99661,-41723.90847,-2448.2,-62.6,-0.00000328
-38616.1661,-41759.88475,-2339.2,-92,-0.00000328
-38834.93559,-41795.86102,-2175.8,-121.4,-0.00000328
-38980.10508,-41831.83729,-2066.8,-150.8,-0.00000328
-39167.07458,-41861.21356,-1903.6,-172,-0.00000328
-39291.64407,-41890.58983,-1795,-193.2,-0.00000328
-39446.61356,-41909.9661,-1632.6,-202.8,-0.00000328
-39548.98305,-41929.34237,-1524.6,-212.4,-0.00000328
-39671.35254,-41949.51864,-1362.8,-215.6,-0.00000328
-39751.92203,-41963.09492,-1255.2,-212.2,-0.00000328
-39839.89153,-41975.87119,-1092.6,-194.8,-0.00000328
-39897.46102,-41984.44746,-983.8,-174.4,-0.00000328
-39957.49718,-41992.75706,-856.6666667,-149.3333333,-0.00000328
-40000,-42000,-765,-126,-0.00000328
